CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count
712142733,37,F,3,Post-Graduate,Married,Less than $40K,Blue,26,5
720153258,53,F,2,College,Single,Less than $40K,Blue,45,6
814086333,36,M,3,College,Married,$40K - $60K,Blue,31,6
715524708,49,M,5,Unknown,Single,$40K - $60K,Silver,41,4
713307708,64,F,0,Unknown,Married,$40K - $60K,Blue,55,6
714069858,53,M,3,Graduate,Married,$60K - $80K,Blue,36,4
712789383,52,M,1,Graduate,Married,$120K +,Blue,44,6
787983633,35,F,3,Uneducated,Married,Less than $40K,Blue,26,6
758583708,37,F,3,Graduate,Single,Less than $40K,Blue,24,2
717130383,50,M,0,Uneducated,Married,$60K - $80K,Blue,36,4
720770883,65,F,0,Graduate,Single,Less than $40K,Blue,56,5
716797758,53,F,2,Unknown,Married,Less than $40K,Blue,44,3
713835258,53,M,1,Unknown,Married,$120K +,Blue,48,3
720677733,40,M,3,Graduate,Married,$80K - $120K,Silver,36,6
718587858,39,M,4,High School,Married,$60K - $80K,Blue,31,3
710263608,53,F,3,High School,Married,Unknown,Blue,36,4
715055433,36,M,3,Uneducated,Married,$60K - $80K,Blue,22,6
715498308,35,F,2,Graduate,Married,$40K - $60K,Blue,36,4
708099183,37,F,2,High School,Single,Less than $40K,Blue,36,4
716452908,36,F,1,Unknown,Single,Less than $40K,Blue,36,4
789959283,39,M,2,College,Single,$80K - $120K,Blue,24,4
713536158,65,M,1,College,Married,Less than $40K,Blue,56,5
716750358,45,F,1,Unknown,Married,Less than $40K,Blue,32,4
815299833,38,F,2,Graduate,Married,Less than $40K,Blue,33,5
721003008,36,F,4,Graduate,Married,Less than $40K,Blue,24,3
779883933,40,F,4,Graduate,Married,Less than $40K,Blue,24,3
716612958,35,F,2,College,Married,$40K - $60K,Blue,29,6
715859058,54,M,3,Post-Graduate,Married,$120K +,Blue,42,6
772031733,40,M,4,Graduate,Single,$80K - $120K,Blue,29,5
720668358,59,M,0,Uneducated,Single,$40K - $60K,Blue,46,3
778708533,26,F,0,High School,Single,$40K - $60K,Blue,13,2
719649408,46,M,2,High School,Married,$60K - $80K,Blue,35,6
715457658,29,F,1,Graduate,Married,Unknown,Blue,19,3
711934308,38,M,3,Graduate,Single,$40K - $60K,Blue,19,5
781326483,31,M,0,Graduate,Divorced,$60K - $80K,Blue,25,6
712557708,35,M,1,High School,Married,$60K - $80K,Blue,21,5
789187908,56,M,2,Uneducated,Married,$80K - $120K,Blue,45,4
773297508,34,M,3,College,Married,$80K - $120K,Blue,28,3
716529258,42,M,4,Doctorate,Married,$80K - $120K,Blue,27,5
708242283,29,M,1,College,Single,$60K - $80K,Blue,36,5
789247458,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6
717100833,37,F,2,High School,Married,Less than $40K,Blue,27,6
716870583,36,F,3,Unknown,Married,Less than $40K,Blue,36,6
719999508,37,M,3,Unknown,Married,$60K - $80K,Blue,24,3
721236408,38,M,2,Graduate,Married,$80K - $120K,Blue,29,5
720122808,52,M,2,High School,Married,$60K - $80K,Silver,35,4
716882658,62,F,2,Graduate,Married,Less than $40K,Blue,51,6
713734758,35,F,2,Graduate,Married,Unknown,Blue,23,4
709085358,36,M,1,Graduate,Single,$60K - $80K,Blue,36,3
715785933,54,M,3,College,Married,$80K - $120K,Blue,45,4
717159858,27,M,1,High School,Single,$60K - $80K,Blue,18,5
713259858,26,M,0,High School,Single,$40K - $60K,Blue,15,3
787516908,56,F,2,Graduate,Married,Less than $40K,Blue,45,4
711145008,60,F,1,Graduate,Married,$40K - $60K,Blue,47,4
715013733,54,M,4,Graduate,Married,$60K - $80K,Blue,36,4
717098208,48,M,3,Unknown,Married,$80K - $120K,Blue,41,5
737982408,33,M,1,College,Single,$80K - $120K,Blue,26,4
713216883,64,F,0,Unknown,Married,Less than $40K,Blue,55,4
709361058,35,M,2,Graduate,Married,$60K - $80K,Blue,24,5
710312658,54,F,2,Unknown,Married,Less than $40K,Blue,43,4
773383158,29,F,1,College,Single,Less than $40K,Blue,23,4
716053083,33,M,2,Graduate,Married,$120K +,Blue,21,2
717667833,34,M,1,Graduate,Married,$40K - $60K,Blue,36,6
716998608,48,M,3,Graduate,Unknown,$60K - $80K,Blue,36,3
772086408,38,M,3,High School,Single,$80K - $120K,Blue,27,4
708597558,42,M,3,High School,Single,$60K - $80K,Blue,36,4
718011783,55,M,3,Graduate,Married,$40K - $60K,Blue,36,3
714360033,62,M,1,High School,Married,$40K - $60K,Blue,43,5
811005858,33,F,0,Unknown,Married,Less than $40K,Blue,28,4
794485158,38,M,2,Unknown,Married,$80K - $120K,Blue,18,6
708513183,39,M,1,Uneducated,Married,$40K - $60K,Blue,29,4
719353158,56,M,1,College,Married,$80K - $120K,Blue,45,5
711436083,36,M,1,Graduate,Married,Less than $40K,Blue,18,6
780374133,29,M,1,College,Single,$80K - $120K,Blue,19,5
739117233,57,M,3,High School,Married,$120K +,Blue,50,3
708486033,55,F,3,Post-Graduate,Married,Unknown,Blue,36,3
795237183,51,F,2,Graduate,Married,$40K - $60K,Blue,45,3
788788758,57,F,3,College,Single,Unknown,Blue,39,4
709635858,56,F,3,Graduate,Married,Less than $40K,Blue,45,6
789701658,26,M,0,College,Single,$40K - $60K,Blue,13,5
713484483,36,F,4,Uneducated,Single,Unknown,Silver,21,3
711954558,53,F,3,Graduate,Married,$40K - $60K,Blue,44,3
712655583,41,M,3,Graduate,Married,$40K - $60K,Blue,32,3
779686683,26,F,0,Post-Graduate,Single,Less than $40K,Blue,13,5
711226758,51,F,1,College,Divorced,Less than $40K,Blue,42,3
713241033,34,M,0,Graduate,Married,$60K - $80K,Blue,26,4
788754108,65,F,1,Unknown,Single,$40K - $60K,Blue,48,4
717013383,52,M,2,High School,Married,$80K - $120K,Blue,43,4
712634133,54,F,2,Graduate,Married,Less than $40K,Blue,45,5
709537683,37,M,3,College,Married,$80K - $120K,Blue,30,3
778627983,40,F,3,Graduate,Married,Unknown,Blue,20,3
720241758,55,M,0,Doctorate,Married,$80K - $120K,Blue,36,3
720814233,45,M,4,High School,Unknown,$80K - $120K,Blue,34,4
785080308,37,F,2,High School,Married,Less than $40K,Blue,31,5
713358633,30,M,1,Graduate,Single,$60K - $80K,Blue,36,6
720392433,55,F,1,Unknown,Married,Less than $40K,Blue,36,6
720282558,36,M,2,Graduate,Single,$80K - $120K,Silver,27,5
821370858,39,M,1,Graduate,Married,$40K - $60K,Blue,35,5
799249833,34,M,2,Graduate,Single,Less than $40K,Blue,28,5
713016633,47,M,3,High School,Single,$60K - $80K,Blue,36,4
814471983,42,M,3,High School,Divorced,$80K - $120K,Blue,37,6
779612808,61,M,1,Graduate,Married,$40K - $60K,Blue,50,6
716692683,31,M,1,College,Single,$40K - $60K,Blue,22,4
790145733,40,M,3,College,Single,$80K - $120K,Silver,33,1
716038533,42,F,3,Graduate,Unknown,Less than $40K,Blue,32,3
714421233,54,F,0,Graduate,Married,Less than $40K,Blue,36,5
709783908,52,F,3,Unknown,Married,Less than $40K,Blue,47,6
812788233,31,F,0,Graduate,Married,Less than $40K,Blue,21,4
772452783,43,M,3,Unknown,Married,$40K - $60K,Blue,33,6
714002658,49,M,2,Unknown,Married,$120K +,Blue,34,5
713464983,45,F,2,Graduate,Unknown,$40K - $60K,Blue,36,4
713910108,38,M,1,Graduate,Married,$80K - $120K,Blue,28,3
808169358,57,M,2,Uneducated,Single,$40K - $60K,Blue,52,5
714013083,63,F,2,Graduate,Married,$40K - $60K,Blue,53,4
715381533,42,F,4,Post-Graduate,Single,Less than $40K,Blue,36,6
717678408,61,F,1,Doctorate,Married,$40K - $60K,Blue,47,4
719143308,37,M,2,Unknown,Single,$40K - $60K,Blue,28,4
711509658,61,M,2,Graduate,Married,$120K +,Blue,49,3
757481283,35,M,3,College,Married,$60K - $80K,Blue,28,4
808681158,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4
718867683,64,M,1,Unknown,Married,Less than $40K,Blue,55,4
714618333,39,F,2,Doctorate,Married,Unknown,Blue,36,3
794562783,28,F,0,Unknown,Single,Unknown,Blue,13,5
708208758,53,M,1,Graduate,Single,$80K - $120K,Blue,45,6
794504658,39,M,1,Unknown,Married,$60K - $80K,Blue,24,6
714772758,35,F,3,Graduate,Married,Less than $40K,Blue,27,6
713830233,47,F,5,High School,Married,$40K - $60K,Blue,36,5
713577483,47,M,4,Unknown,Married,$80K - $120K,Blue,35,3
814513008,38,M,2,Graduate,Married,$80K - $120K,Blue,33,5
712765158,26,F,1,High School,Single,Less than $40K,Blue,15,5
714411108,37,F,3,Graduate,Single,Unknown,Blue,28,4
720231108,57,M,2,Graduate,Single,Less than $40K,Blue,39,3
709035708,38,F,0,Unknown,Married,Less than $40K,Blue,36,4
720662508,39,M,1,Graduate,Married,$120K +,Blue,25,6
708623283,35,M,2,Uneducated,Single,$60K - $80K,Blue,16,6
813247083,38,M,2,Graduate,Married,$80K - $120K,Blue,33,4
780078333,56,M,2,Unknown,Married,$60K - $80K,Blue,41,3
811915383,36,M,3,Uneducated,Married,$40K - $60K,Blue,31,6
719818983,39,M,1,College,Divorced,$80K - $120K,Blue,28,1
716349183,58,F,1,Uneducated,Married,Unknown,Blue,36,5
710067183,28,M,1,High School,Single,Less than $40K,Blue,36,5
771234558,65,F,0,Graduate,Single,Less than $40K,Blue,56,6
820288233,26,F,0,Uneducated,Single,Less than $40K,Blue,20,4
717511533,28,M,0,Graduate,Single,Less than $40K,Blue,36,4
711642108,30,F,1,Uneducated,Married,Unknown,Blue,13,5
712495233,31,F,0,Uneducated,Married,Less than $40K,Blue,19,5
718484283,57,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,6
717413658,43,M,4,High School,Married,$40K - $60K,Blue,32,6
804668658,26,F,0,Uneducated,Single,Less than $40K,Blue,20,3
715934283,39,F,2,High School,Single,$40K - $60K,Blue,26,6
717499083,35,M,0,Unknown,Single,$60K - $80K,Blue,36,3
715279683,52,F,2,Uneducated,Married,$40K - $60K,Blue,36,5
718971333,33,M,1,Graduate,Single,$80K - $120K,Blue,20,5
709219533,53,M,3,High School,Married,$60K - $80K,Blue,41,3
709150608,30,F,0,Unknown,Married,Less than $40K,Blue,19,5
788259558,59,M,0,Unknown,Married,Less than $40K,Blue,51,5
802464033,65,F,0,Graduate,Married,Less than $40K,Blue,56,6
712757808,33,F,2,Uneducated,Married,Less than $40K,Blue,22,4
714457083,52,F,2,High School,Married,Unknown,Blue,44,6
713413758,26,F,1,College,Single,Unknown,Blue,16,4
708741633,52,M,4,High School,Married,$60K - $80K,Blue,44,6
714043833,37,F,3,Graduate,Single,Less than $40K,Blue,36,5
789577833,56,M,2,Graduate,Married,$120K +,Blue,49,4
787570758,35,M,2,Uneducated,Married,$120K +,Blue,26,3
720371733,58,F,0,Graduate,Married,Less than $40K,Blue,47,5
819117183,34,F,3,Unknown,Married,$40K - $60K,Blue,29,3
711776433,37,M,3,Uneducated,Single,$80K - $120K,Blue,26,4
709583133,53,M,3,Uneducated,Married,$40K - $60K,Blue,40,6
719521983,38,M,2,Uneducated,Married,$40K - $60K,Blue,31,4
718415133,38,M,1,Uneducated,Married,$80K - $120K,Blue,25,6
710594358,28,F,0,Unknown,Single,Less than $40K,Silver,36,4
709730508,39,F,0,High School,Single,Unknown,Blue,27,6
720462633,43,F,3,Uneducated,Single,Less than $40K,Blue,29,3
715005558,36,M,2,College,Single,$80K - $120K,Blue,36,6
779993208,38,F,2,Uneducated,Married,Less than $40K,Blue,28,3
787543008,37,M,1,Graduate,Single,$40K - $60K,Blue,27,5
743265108,37,M,4,College,Single,$60K - $80K,Blue,30,5
713770383,29,F,0,Uneducated,Divorced,Less than $40K,Blue,19,5
712392108,51,M,3,High School,Married,$60K - $80K,Blue,36,3
720145683,54,M,1,College,Married,$60K - $80K,Blue,42,3
714832383,35,M,0,High School,Single,$80K - $120K,Gold,29,6
772706283,38,F,2,College,Married,$40K - $60K,Blue,28,3
795920358,33,F,2,High School,Married,Less than $40K,Blue,27,3
716277558,45,F,1,Uneducated,Single,Less than $40K,Blue,36,4
764776833,61,M,0,Graduate,Married,$40K - $60K,Blue,54,3
710795883,33,F,3,Uneducated,Married,Less than $40K,Blue,16,6
710428308,55,M,4,High School,Single,$60K - $80K,Blue,51,4
721096983,34,F,2,Graduate,Single,Less than $40K,Blue,36,4
715760733,58,M,4,High School,Married,$40K - $60K,Blue,47,6
718227033,38,F,4,Graduate,Married,Less than $40K,Blue,30,3
720610008,59,M,1,College,Married,$120K +,Blue,50,1
719517258,57,M,4,Unknown,Single,$80K - $120K,Blue,36,5
714111333,55,M,1,High School,Married,$60K - $80K,Blue,46,6
717551358,63,M,0,Graduate,Married,$60K - $80K,Blue,55,4
813573333,60,M,1,High School,Married,Less than $40K,Blue,55,5
711709683,53,F,2,Uneducated,Married,Less than $40K,Blue,36,6
712902483,35,M,3,High School,Married,$60K - $80K,Blue,24,3
710893533,53,M,1,Unknown,Married,$120K +,Blue,42,4
719883858,58,M,2,Graduate,Married,Less than $40K,Blue,48,4
719628033,33,F,1,Post-Graduate,Married,Unknown,Blue,36,5
712043433,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5
769095558,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3
816094233,37,M,1,High School,Married,$120K +,Blue,32,6
758417508,50,F,4,High School,Divorced,Less than $40K,Blue,43,6
721234308,35,F,2,Uneducated,Married,Less than $40K,Blue,21,6
717138558,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,5
798120858,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,4
709997958,39,M,3,Graduate,Married,$40K - $60K,Blue,28,4
712617408,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5
720158208,37,M,3,Graduate,Married,$60K - $80K,Blue,23,4
716548083,39,M,4,Graduate,Married,Less than $40K,Blue,32,4
717631008,38,M,2,Graduate,Married,$80K - $120K,Blue,31,4
813964383,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3
719952408,30,M,0,Graduate,Married,Less than $40K,Blue,36,3
771028533,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5
771823308,33,F,2,Uneducated,Unknown,Less than $40K,Blue,21,5
719854008,47,M,3,Unknown,Single,$40K - $60K,Blue,36,3
713998233,37,F,2,High School,Single,Less than $40K,Blue,36,6
714746358,38,M,3,Unknown,Married,$60K - $80K,Blue,28,3
713574708,39,M,3,College,Single,$40K - $60K,Blue,28,6
714753258,34,M,2,Unknown,Married,$60K - $80K,Blue,36,5
712004208,65,M,0,Graduate,Single,Less than $40K,Blue,56,3
719621958,43,M,3,Graduate,Unknown,$60K - $80K,Blue,28,3
819610908,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1
823948308,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,6
712064358,38,M,1,Graduate,Married,$60K - $80K,Blue,36,6
816013383,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3
758765808,36,F,2,Unknown,Married,Less than $40K,Blue,29,6
780881358,35,M,3,Graduate,Single,$40K - $60K,Silver,17,6
709422183,58,F,1,Graduate,Married,Less than $40K,Blue,46,4
779951058,54,F,3,High School,Married,Unknown,Blue,38,4
809941233,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4
710844408,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,4
819002508,31,M,1,Unknown,Single,$40K - $60K,Blue,26,4
807141183,34,M,1,Graduate,Married,$120K +,Blue,29,4
711119358,38,M,3,Unknown,Married,$60K - $80K,Blue,31,6
808273533,39,M,2,High School,Single,$60K - $80K,Blue,34,3
716297658,37,M,2,Graduate,Single,$80K - $120K,Blue,36,4
716532258,51,F,1,High School,Single,Less than $40K,Blue,43,4
720540708,53,F,3,Uneducated,Married,Less than $40K,Blue,42,3
720904233,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3
720863133,65,M,1,Graduate,Married,Less than $40K,Blue,54,5
714957108,33,F,3,High School,Divorced,Less than $40K,Blue,26,5
790102008,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6
781933983,47,M,4,Graduate,Married,$40K - $60K,Blue,41,5
712643358,59,F,0,High School,Married,Less than $40K,Blue,49,6
716686158,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5
806894133,34,F,3,Post-Graduate,Single,Unknown,Blue,29,3
721344858,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4
813230208,45,M,4,College,Single,$120K +,Blue,40,3
716835033,54,F,2,Graduate,Married,Unknown,Blue,45,4
787500333,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6
768582033,47,M,3,High School,Married,$40K - $60K,Blue,41,6
713992158,57,F,4,Unknown,Married,Less than $40K,Blue,36,3
719916408,34,M,5,Graduate,Married,$60K - $80K,Blue,27,5
789433758,36,M,0,College,Married,$80K - $120K,Blue,27,3
785011383,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1
719283633,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4
710816358,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4
779653458,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3
716382708,46,F,2,Graduate,Single,Less than $40K,Blue,36,3
710387583,55,M,0,High School,Married,$80K - $120K,Blue,35,5
718772133,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6
711224733,32,M,0,High School,Married,$120K +,Blue,27,3
718360083,39,M,4,Uneducated,Married,$120K +,Blue,36,6
716102583,63,F,1,Graduate,Married,Less than $40K,Blue,53,6
720673008,49,F,3,Unknown,Divorced,Less than $40K,Blue,38,3
708459633,38,M,2,High School,Married,$60K - $80K,Blue,26,4
712868733,60,M,0,Uneducated,Married,Less than $40K,Blue,52,5
713790708,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5
717648783,63,M,2,High School,Married,$80K - $120K,Blue,51,4
714709983,43,F,2,College,Married,Less than $40K,Blue,36,6
819409608,39,F,2,Graduate,Married,Less than $40K,Blue,34,4
717585858,35,F,4,High School,Single,Unknown,Blue,24,5
791856033,45,M,2,College,Divorced,$80K - $120K,Blue,39,3
714474483,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4
716448783,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2
711065133,26,M,1,High School,Single,$40K - $60K,Blue,13,6
713769258,36,M,3,College,Married,$120K +,Blue,26,3
712288158,37,M,2,College,Married,$80K - $120K,Blue,17,5
714130233,39,M,2,Unknown,Married,$60K - $80K,Blue,19,3
789127533,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5
717038733,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,5
804840033,45,M,2,College,Married,$60K - $80K,Blue,38,4
709363383,34,M,2,High School,Single,Unknown,Blue,36,3
789760233,29,M,0,Unknown,Divorced,$80K - $120K,Blue,14,6
712058958,28,M,0,High School,Single,Less than $40K,Blue,19,3
708295533,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5
817686633,26,F,1,College,Single,Less than $40K,Blue,15,5
713738883,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6
721310283,47,M,3,Graduate,Single,$120K +,Blue,36,6
803132733,54,F,1,Graduate,Married,Less than $40K,Blue,48,4
779852133,48,M,2,Unknown,Married,$120K +,Silver,32,3
716210283,36,F,1,High School,Married,Unknown,Blue,36,6
711615933,43,M,3,Graduate,Married,$80K - $120K,Blue,33,3
785311158,54,F,2,Graduate,Single,Less than $40K,Blue,48,6
717267108,37,M,1,College,Single,$60K - $80K,Blue,26,6
711636558,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5
717504258,38,M,2,College,Married,$40K - $60K,Blue,25,4
718242333,36,M,4,Graduate,Single,$80K - $120K,Blue,36,5
771844458,40,F,3,Graduate,Married,Unknown,Blue,28,6
708892833,37,M,2,Graduate,Married,$120K +,Blue,30,2
779465358,26,F,0,High School,Single,Unknown,Blue,13,4
720191883,45,M,3,High School,Single,$60K - $80K,Blue,35,5
710934033,26,M,0,High School,Single,Less than $40K,Blue,13,6
714473658,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6
716569983,33,M,2,College,Married,$80K - $120K,Blue,36,3
789833583,57,F,4,High School,Married,$40K - $60K,Blue,47,5
818923158,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5
716596308,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,5
716620458,32,M,1,High School,Single,Less than $40K,Blue,23,3
710251608,62,F,1,High School,Married,Less than $40K,Blue,54,3
710633808,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3
719318583,37,M,3,High School,Married,Less than $40K,Blue,26,3
819202533,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3
827360883,47,F,3,High School,Married,Unknown,Blue,43,4
771196083,47,M,4,Graduate,Married,$80K - $120K,Blue,34,6
809962908,48,F,2,Graduate,Single,Unknown,Blue,43,5
788965683,49,F,4,Uneducated,Married,Less than $40K,Blue,36,6
817142433,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5
716993058,57,M,3,Unknown,Divorced,$60K - $80K,Blue,48,5
771040758,62,F,0,Graduate,Single,Unknown,Silver,49,5
713309583,55,F,2,College,Married,Less than $40K,Blue,36,6
710273658,36,M,2,Graduate,Married,$60K - $80K,Blue,17,5
771429408,54,M,1,High School,Married,$80K - $120K,Blue,42,5
719452308,30,F,0,Graduate,Married,Less than $40K,Blue,23,5
818908833,46,M,3,Graduate,Married,$40K - $60K,Blue,41,5
780998133,43,M,3,Graduate,Married,$80K - $120K,Blue,34,3
801726933,34,M,2,Graduate,Married,$120K +,Blue,28,4
788474658,55,M,3,Graduate,Married,$80K - $120K,Blue,48,5
708438033,36,F,2,Unknown,Married,Less than $40K,Blue,27,3
710562258,44,M,1,Graduate,Married,$80K - $120K,Blue,33,5
770764908,39,M,2,Unknown,Married,$60K - $80K,Blue,25,5
814776033,34,M,2,Graduate,Single,$80K - $120K,Blue,29,3
715057383,40,M,3,Graduate,Married,$60K - $80K,Blue,31,6
717970158,42,M,2,College,Single,$60K - $80K,Blue,36,5
715168008,36,M,3,Graduate,Divorced,$40K - $60K,Blue,28,4
720802833,26,F,1,High School,Single,Less than $40K,Blue,13,3
789370383,42,M,1,High School,Married,$40K - $60K,Blue,32,4
711782733,55,M,0,Graduate,Married,$40K - $60K,Blue,36,3
709000008,45,M,3,Unknown,Single,$80K - $120K,Blue,37,6
719381733,61,M,2,High School,Single,$60K - $80K,Blue,47,5
771169458,41,M,4,College,Married,$120K +,Blue,28,5
709974108,35,F,1,Graduate,Single,Less than $40K,Blue,23,4
757024233,34,M,2,Graduate,Single,$120K +,Blue,27,3
768928833,37,M,2,High School,Married,$80K - $120K,Blue,31,3
720504633,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,32,6
812441358,26,M,1,College,Divorced,$40K - $60K,Blue,21,3
713287608,54,F,3,High School,Married,Less than $40K,Blue,41,5
711357858,47,F,3,Graduate,Single,Less than $40K,Blue,36,5
715478733,56,F,5,Graduate,Married,Less than $40K,Blue,36,5
780382008,42,F,4,Unknown,Single,Less than $40K,Silver,32,6
715749858,30,M,1,Unknown,Married,$40K - $60K,Blue,18,5
710951808,32,M,1,Unknown,Married,Less than $40K,Blue,36,5
713469333,40,M,2,High School,Single,$80K - $120K,Blue,28,6
719243808,33,F,1,Graduate,Married,Less than $40K,Blue,20,3
772202058,64,M,0,Graduate,Married,Less than $40K,Blue,53,3
711346383,33,M,1,High School,Single,$80K - $120K,Blue,28,4
711405333,52,M,3,Post-Graduate,Married,$80K - $120K,Blue,43,5
778407033,59,F,0,Uneducated,Married,Less than $40K,Blue,39,6
714862083,41,F,4,Uneducated,Single,Unknown,Blue,33,6
711199008,38,M,2,Unknown,Married,$40K - $60K,Blue,31,3
709858533,29,M,2,Graduate,Divorced,Less than $40K,Blue,20,4
718627458,43,F,3,Doctorate,Married,Unknown,Blue,38,3
711816108,40,M,3,High School,Single,$80K - $120K,Blue,29,2
717105258,37,F,1,Graduate,Married,Less than $40K,Blue,36,3
715822008,32,M,1,High School,Married,Less than $40K,Blue,14,4
714971583,36,M,2,Graduate,Single,$60K - $80K,Blue,27,3
713663508,58,M,0,High School,Unknown,$40K - $60K,Blue,42,3
709025583,53,M,3,High School,Married,$80K - $120K,Blue,36,3
812809083,37,F,3,Unknown,Single,Unknown,Blue,32,3
714073983,47,M,2,Unknown,Single,$40K - $60K,Blue,36,6
789297558,36,M,1,Uneducated,Single,$120K +,Blue,25,6
710375283,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4
712189233,38,F,1,Graduate,Married,$40K - $60K,Blue,20,5
713767383,32,F,0,High School,Married,$40K - $60K,Blue,22,4
797414733,37,F,3,Graduate,Single,Less than $40K,Blue,31,3
712452033,26,M,1,Unknown,Single,Less than $40K,Blue,13,6
714151533,55,F,1,Graduate,Married,$40K - $60K,Blue,46,5
720440583,35,M,2,Unknown,Married,$80K - $120K,Blue,36,6
787494783,58,M,3,High School,Married,$60K - $80K,Blue,46,5
819966033,32,M,0,Graduate,Single,Unknown,Blue,27,6
710297133,47,M,3,High School,Married,$80K - $120K,Blue,36,6
793355508,32,M,0,Graduate,Single,Less than $40K,Blue,26,6
708580908,56,M,3,High School,Married,$60K - $80K,Blue,37,3
719826333,34,F,2,Doctorate,Single,Less than $40K,Blue,13,5
780689733,65,M,0,Unknown,Single,Unknown,Blue,56,3
744764433,55,M,2,Uneducated,Married,$120K +,Blue,48,5
714902283,43,M,0,High School,Married,$80K - $120K,Blue,36,5
789309558,31,M,2,College,Married,Less than $40K,Blue,21,6
713188383,54,F,1,College,Married,Less than $40K,Blue,36,4
719506983,52,M,3,Graduate,Married,$80K - $120K,Blue,42,5
714804483,48,M,3,College,Divorced,$40K - $60K,Blue,36,3
748503708,54,F,1,High School,Single,Less than $40K,Blue,47,6
803587533,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6
789777408,26,F,0,Post-Graduate,Single,Less than $40K,Blue,15,3
716811483,30,F,2,Uneducated,Married,Less than $40K,Blue,24,4
714118383,49,F,5,Graduate,Married,Less than $40K,Blue,43,4
720532908,36,F,2,Unknown,Divorced,$40K - $60K,Blue,20,4
765055833,56,M,4,Unknown,Married,$80K - $120K,Blue,49,3
715310208,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3
718577958,39,M,2,Uneducated,Married,$120K +,Blue,26,2
789167658,34,M,3,College,Married,$60K - $80K,Blue,23,5
789987183,53,M,2,College,Married,$80K - $120K,Blue,45,4
717730533,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6
708668283,39,M,2,Graduate,Married,$80K - $120K,Blue,22,5
772360683,57,M,1,High School,Married,$120K +,Blue,46,3
712500933,48,F,4,Graduate,Single,Unknown,Blue,40,4
804867183,37,M,3,Unknown,Married,$60K - $80K,Blue,30,6
826068183,36,M,1,Graduate,Married,$80K - $120K,Blue,32,4
820044333,39,M,3,College,Divorced,$40K - $60K,Blue,34,3
714211533,31,M,0,Graduate,Divorced,Less than $40K,Blue,36,4
710287533,31,M,2,Graduate,Single,$40K - $60K,Blue,36,3
720603558,36,M,4,Graduate,Single,$60K - $80K,Blue,36,3
819258408,47,F,5,Graduate,Single,Less than $40K,Blue,42,4
717664008,37,M,3,College,Married,$60K - $80K,Blue,19,2
717437058,38,M,2,Unknown,Divorced,$60K - $80K,Silver,26,4
717327783,39,M,2,Graduate,Married,$80K - $120K,Blue,27,4
712887633,39,M,1,Unknown,Single,$80K - $120K,Blue,36,5
716129208,37,M,3,Graduate,Married,$40K - $60K,Blue,36,3
718037433,58,M,1,Graduate,Married,$80K - $120K,Blue,49,6
709839858,58,F,2,Graduate,Married,Less than $40K,Blue,39,3
